name,rank_jump,first_year,second_year,rank_1,rank_2
emitt,2777,2009,2010,9237,6460
jaiceion,2777,2018,2019,12955,10178
junayd,2777,2021,2022,11402,8625
maxen,2777,2004,2005,12562,9785
musab,2776,2004,2005,7975,5199
jahmar,2776,2018,2019,12949,10173
jahvier,2776,2018,2019,12953,10177
brik,2775,2012,2013,10980,8205
breaker,2775,2014,2015,10901,8126
ceven,-2774,2023,2024,8368,11142
gent,2774,2013,2014,12766,9992
kadmiel,2774,2020,2021,11268,8494
daycen,2774,2011,2012,12719,9945
dawaun,2773,2011,2012,12716,9943
bohdan,2773,2023,2024,7346,4573
tashun,2773,2004,2005,9822,7049
rashod,2773,2016,2017,8026,5253
kanard,2773,2006,2007,11348,8575
jahshua,2773,2015,2016,12870,10097
taim,2772,2011,2012,7990,5218
karcen,-2772,2019,2020,8528,11300
gryffen,2772,2007,2008,13019,10247
abhijit,-2772,2007,2008,9797,12569
blayn,2772,2008,2009,12767,9995
shariq,2772,2000,2001,11849,9077
deundre,-2772,2020,2021,9823,12595
chidiebube,2772,2017,2018,12631,9859
gaven,2771,1982,1983,5898,3127
emeterio,2771,2014,2015,12628,9857
obert,2771,1984,1985,6107,3336
blaiz,-2771,2011,2012,9737,12508
jahking,2770,2016,2017,8405,5635
jarques,2770,1997,1998,9910,7140
marshaun,2770,1990,1991,7752,4982
bayro,2769,2008,2009,12753,9984
esam,2769,2014,2015,12638,9869
glauk,2769,2023,2024,11295,8526
filippo,2768,2011,2012,9973,7205
reinaldo,2768,2022,2023,8170,5402
ashriel,-2768,2020,2021,8135,10903
bracken,2768,2015,2016,8852,6084
amius,2768,2019,2020,10878,8110
donoven,2767,1995,1996,7210,4443
eesa,2767,2009,2010,7864,5097
shamaar,2767,2000,2001,11841,9074
cebastian,2767,2017,2018,12617,9850
danzelle,-2766,1992,1993,6245,9011
cedrik,2766,2012,2013,12593,9827
chaden,2766,2012,2013,12595,9829
louka,2766,2022,2023,9514,6748
demon,-2766,2020,2021,9816,12582
kayvon,2765,1980,1981,6768,4003
bryceson,-2765,2023,2024,8351,11116
dusan,2765,2016,2017,12732,9967
acre,2765,2019,2020,8218,5453
gautam,2765,2023,2024,11283,8518
johncarlos,2764,2020,2021,12982,10218
dujuan,2764,2016,2017,12729,9965
vaishnav,2764,2009,2010,12388,9624
kario,2763,2023,2024,10236,7473
dravyn,-2763,2023,2024,10002,12765
jahkarri,-2763,2023,2024,4657,7420
eldad,2763,2016,2017,12755,9992
shakib,2762,2002,2003,12202,9440
mordecai,2762,1997,1998,8917,6155
cayne,2762,1997,1998,8288,5526
natavious,-2762,2005,2006,8849,11611
marquet,2762,2004,2005,12537,9775
franciso,2762,1999,2000,8142,5380
cashen,-2762,2016,2017,9841,12603
eulogio,2761,1999,2000,10434,7673
jackman,2761,2015,2016,12849,10088
finnigan,2761,2001,2002,8603,5842
cye,2761,2022,2023,11146,8385
izziah,2761,2015,2016,12842,10081
kaloyan,2760,2021,2022,13081,10321
pattrick,2760,1990,1991,9130,6370
juliun,2760,2006,2007,11317,8557
dshawn,2760,1987,1988,6335,3575
emidio,-2759,2004,2005,9215,11974
henos,-2759,2014,2015,10023,12782
sylus,2759,2000,2001,10191,7432
ryosuke,2758,2000,2001,11799,9041
faiyaz,-2758,2023,2024,7419,10177
gerik,2757,2007,2008,12991,10234
carim,2756,2022,2023,12667,9911
zamir,2756,1989,1990,6221,3465
daeshaun,2755,1997,1998,7443,4688
lajarvis,2755,2006,2007,13180,10425
eiven,2755,2014,2015,12604,9849
grzegorz,-2755,1989,1990,5839,8594
byson,2755,2010,2011,12524,9769
bridges,2755,2012,2013,12547,9792
efosa,2753,2014,2015,12600,9847
dakeem,-2753,1992,1993,6235,8988
euan,2753,1998,1999,10125,7372
javarious,2752,1993,1994,7153,4401
xyler,2752,2008,2009,8298,5546
dametri,2752,2011,2012,12682,9930
willem,2752,1974,1975,5991,3239
viktor,2751,1983,1984,6200,3449
jhalen,2751,1998,1999,9001,6250
wyndham,2751,2023,2024,6195,3444
mahdi,2751,1979,1980,5794,3043
jacaleb,-2750,2009,2010,10280,13030
breighton,-2749,2015,2016,9707,12456
abdelrahman,2749,2023,2024,8922,6173
ifeanyi,2749,2022,2023,10199,7450
brandtley,2748,2012,2013,12526,9778
oaklan,2748,2016,2017,7993,5245
toure,2747,2009,2010,12339,9592
finnick,2747,2013,2014,5750,3003
josniel,-2747,2019,2020,10253,13000
chico,2747,2019,2020,12502,9755
arber,2747,2010,2011,7113,4366
rohail,2747,2000,2001,11774,9027
abhijay,2747,2005,2006,11485,8738
justian,-2747,1990,1991,6126,8873
javy,2747,2023,2024,13042,10295
trevonne,2747,2009,2010,12352,9605
feliberto,-2746,1994,1995,6560,9306
arvind,2746,2010,2011,8195,5449
anatoliy,-2746,2003,2004,8703,11449
kodan,2745,2023,2024,9390,6645
jaben,-2745,2012,2013,10131,12876
aleks,2745,2001,2002,9286,6541
covin,2745,2011,2012,12659,9914
jonn,2745,1993,1994,9412,6667
bodhin,2744,2012,2013,12513,9769
chidiebere,-2744,2010,2011,9873,12617
macaden,2744,2004,2005,12492,9748
joeph,-2744,1986,1987,3747,6491
desmund,2743,1989,1990,7211,4468
jeorge,2743,2020,2021,12942,10199
giano,2743,2023,2024,8469,5726
theophile,2743,2009,2010,12328,9585
viaan,2743,2012,2013,4378,1635
brasi,-2742,2015,2016,9705,12447
deyren,2742,2016,2017,12688,9946
alekxander,2742,2005,2006,10187,7445
henderson,2742,2006,2007,8258,5516
akeem,2742,1981,1982,4515,1773
holten,2741,2003,2004,9019,6278
usher,2741,1996,1997,6470,3729
aiyden,2740,2005,2006,10179,7439
azeem,2739,2007,2008,7146,4407
oran,2739,1984,1985,5415,2676
johnwesley,2739,1995,1996,9527,6788
christopherjame,2739,2007,2008,11169,8430
amjad,2738,2015,2016,7524,4786
densley,-2738,2023,2024,9982,12720
braeton,-2738,2008,2009,9993,12731
izyan,2738,2020,2021,7738,5000
bran,2737,2022,2023,12617,9880
brance,2737,2022,2023,12618,9881
bradden,-2737,2008,2009,9992,12729
ziquan,2736,2005,2006,11462,8726
bastien,2736,2011,2012,10960,8224
amarieon,-2736,2003,2004,8699,11435
artur,2736,2020,2021,6652,3916
harison,2736,2018,2019,12849,10113
dalontae,-2736,2012,2013,8295,11031
garold,-2736,1991,1992,6141,8877
hatcher,2735,2004,2005,8414,5679
asadbek,2735,2014,2015,10827,8092
kylon,2734,1990,1991,7692,4958
youssef,2734,1988,1989,7253,4519
rondey,-2734,1981,1982,4426,7160
angello,2734,2004,2005,6554,3820
aceyon,-2733,2020,2021,8079,10812
gianmarco,2733,1988,1989,7680,4947
deker,-2733,2023,2024,9978,12711
collan,2732,2011,2012,12639,9907
kirtis,2732,1983,1984,6816,4084
jhoan,2732,2018,2019,6901,4169
andel,2732,2008,2009,12652,9920
destined,2732,2016,2017,12676,9944
jayziel,2732,2020,2021,12924,10192
tzuriel,-2731,2006,2007,9527,12258
elhadji,2731,2023,2024,11215,8484
wojciech,-2731,2007,2008,9750,12481
caled,2731,2022,2023,11089,8358
blayz,2730,2010,2011,12469,9739
dallen,2730,2017,2018,7695,4965
jhonatan,2729,2017,2018,6477,3748
nazeer,2729,2018,2019,9400,6671
pritesh,2728,1987,1988,7840,5112
clarance,-2728,1993,1994,6306,9034
haleem,2727,2018,2019,12836,10109
deriel,2727,2016,2017,12668,9941
ediz,2727,2015,2016,11061,8334
ziad,2726,1986,1987,5925,3199
haoxuan,2726,2015,2016,12758,10032
muhammed,2726,1974,1975,5748,3022
dastan,2726,2010,2011,4878,2152
anthany,2725,2012,2013,10878,8153
amarious,2725,2008,2009,12639,9914
cyx,-2725,2023,2024,9944,12669
dametrius,-2725,2023,2024,9958,12683
jaksh,2725,2023,2024,13009,10284
randarius,2724,2000,2001,11732,9008
uhtred,2724,2019,2020,8158,5434
coulson,2724,2014,2015,5295,2571
abhijeet,2723,2001,2002,9248,6525
chistian,2723,2003,2004,9785,7062
denard,2723,2016,2017,12662,9939
jaylex,2723,2020,2021,12912,10189
auberon,-2722,2021,2022,9807,12529
suresh,2722,1980,1981,7176,4454
jayen,2722,2020,2021,12908,10186
ezekial,2722,1989,1990,5816,3094
kshaun,2722,2004,2005,12418,9696
edras,2721,2017,2018,9980,7259
dyland,2721,2007,2008,12886,10165
dreveon,2721,2007,2008,12880,10159
hitesh,-2721,2009,2010,10246,12967
nero,2721,2020,2021,6190,3469
brysten,2721,2019,2020,12446,9725
rahkim,2720,2000,2001,11722,9002
eliab,2720,1999,2000,7364,4644
jayvion,2720,1998,1999,6037,3317
torrean,-2720,2006,2007,9498,12218
dhruv,2720,1987,1988,7250,4530
eivan,-2719,2022,2023,8488,11207
khaleef,2718,2006,2007,13109,10391
eleuterio,2718,2007,2008,12899,10181
graisen,2718,2015,2016,12731,10013
souleymane,2718,1999,2000,8579,5861
jaeson,2718,2021,2022,11301,8583
aleksy,2718,2010,2011,10821,8103
cardae,2717,2007,2008,11133,8416
layth,2717,1997,1998,7780,5063
odin,2717,1998,1999,6175,3458
aristede,-2716,1969,1970,2047,4763
jayvin,2716,1995,1996,9483,6767
eshan,2716,1998,1999,7839,5123
darico,2716,1991,1992,8465,5749
jaishon,2716,2005,2006,8617,5901
kerion,2716,2006,2007,13097,10381
starsky,2716,1980,1981,7167,4451
dionta,2715,2013,2014,12624,9909
chason,-2715,2023,2024,5697,8412
riku,2715,2005,2006,7537,4822
ayhem,2715,2010,2011,12429,9714
tavian,2715,1991,1992,6449,3734
zoravar,2714,2018,2019,8813,6099
carion,2714,2011,2012,12585,9871
peirce,2714,2000,2001,11694,8980
hasheem,2714,1997,1998,9807,7093
johnchristian,-2713,1998,1999,7987,10700
artorias,-2713,2023,2024,8310,11023
shaan,2713,1990,1991,6321,3608
zytavious,2712,2005,2006,13370,10658
jaymel,2712,1995,1996,9476,6764
kaiyir,2712,2022,2023,9412,6700
deren,2712,2013,2014,12604,9892
daymion,2712,2014,2015,12500,9788
pastor,2711,2000,2001,11688,8977
griffith,2711,2016,2017,6862,4151
benjamim,2711,2022,2023,11046,8335
dyer,-2710,2017,2018,9972,12682
benzion,2708,1981,1982,5555,2847
silvio,2708,1993,1994,6156,3448
jayren,2708,2023,2024,7475,4767
byren,2708,2011,2012,12563,9855
chuckie,-2707,1990,1991,4720,7427
gurshaan,-2707,2022,2023,10161,12868
dryden,-2706,2022,2023,8485,11191
ark,-2706,2021,2022,9788,12494
suhayb,2706,2008,2009,8225,5519
beshoy,2706,2017,2018,12508,9802
christophr,-2706,1990,1991,4719,7425
ralston,2706,2014,2015,8632,5926
macoy,2706,1997,1998,8844,6138
bahr,2705,2022,2023,12571,9866
piero,2705,1991,1992,9242,6537
dawit,2705,2002,2003,7169,4464
brentyn,2704,2019,2020,12418,9714
aathiran,-2704,2021,2022,8165,10869
nicolo,2704,1979,1980,6748,4044
breton,2704,2019,2020,12419,9715
daejhun,-2703,2004,2005,6612,9315
anurag,2703,2011,2012,10899,8196
kyser,2703,2014,2015,7337,4634
chezky,-2703,2023,2024,9924,12627
forrestt,2703,1994,1995,9288,6585
arhant,-2703,2021,2022,9786,12489
braylnn,-2703,2020,2021,9708,12411
rahim,2702,1970,1971,4601,1899
hooper,2702,2021,2022,11259,8557
obada,2701,2000,2001,11665,8964
yulian,2701,2004,2005,8912,6211
keyden,2700,2004,2005,12365,9665
samyak,2700,2009,2010,12212,9512
dayjon,-2699,1999,2000,8055,10754
jayansh,-2699,2019,2020,10206,12905
emin,2699,2006,2007,8202,5503
itai,2699,2023,2024,7453,4754
joanthan,-2699,1994,1995,4656,7355
cisco,2698,2019,2020,7262,4564
dameon,-2698,2023,2024,4624,7322
jahcier,2698,2020,2021,12846,10148
caycen,2698,2016,2017,10971,8273
jonus,2698,2004,2005,7852,5154
ceejay,2698,2016,2017,10973,8275
ayuub,2697,2022,2023,12557,9860
braian,-2697,2013,2014,8197,10894
brixon,2696,2011,2012,12547,9851
shawnmichael,2696,2003,2004,12475,9779
deunte,2696,1999,2000,10316,7620
dejay,-2695,2018,2019,9911,12606
jaycieon,2695,2021,2022,12959,10264
jeriko,2695,2020,2021,10018,7323
shafer,2695,2003,2004,12465,9770
quaid,2695,1988,1989,6272,3577
devontea,2694,1998,1999,10027,7333
saivion,2694,2009,2010,12202,9508
inba,2693,2023,2024,12947,10254
derious,2693,1999,2000,10310,7617
daqwon,-2692,1999,2000,6651,9343
onterio,2691,1991,1992,9215,6524
rajesh,2691,2002,2003,12075,9384
tamarion,-2691,2023,2024,6176,8867
dmitriy,2690,1998,1999,7802,5112
tejas,2690,1993,1994,6758,4068
dayceon,2690,2015,2016,10988,8298
oisin,2690,2008,2009,7569,4879
angelmiguel,2689,2010,2011,12356,9667
filipe,2689,2015,2016,12682,9993
bucky,-2688,2023,2024,9896,12584
issah,2688,2020,2021,12821,10133
margarito,2688,2020,2021,9239,6551
brelan,2688,2011,2012,12532,9844
baize,-2688,2010,2011,9801,12489
dayner,2687,2023,2024,11133,8446
gianfranco,2687,2021,2022,7783,5096
goten,2687,2021,2022,11224,8537
felyx,2686,2015,2016,12677,9991
dejohn,-2686,2017,2018,9930,12616
zebulon,2686,1974,1975,4632,1946
fanuel,2686,2018,2019,12763,10077
essiah,2686,2018,2019,9995,7309
faaiz,2685,2015,2016,12665,9980
fabiano,2685,2018,2019,12758,10073
jaiari,-2685,2019,2020,3750,6435
ardit,-2684,2015,2016,9645,12329
traeton,2684,2005,2006,11344,8660
tod,2684,2008,2009,10932,8248
demetreus,2683,2007,2008,12810,10127
aalam,-2683,2020,2021,7028,9711
abdiel,2683,1984,1985,4977,2294
asmodeus,2683,2022,2023,12522,9839
amaurion,2683,2010,2011,12336,9653
jemari,2682,2023,2024,9286,6604
muhammadali,2682,2015,2016,6956,4274
blazen,2682,2013,2014,10908,8226
becker,2681,2003,2004,9709,7028
arad,2681,2012,2013,12401,9720
kalmen,-2681,2023,2024,6706,9387
rameez,-2680,1996,1997,7770,10450
jamair,2680,2021,2022,12923,10243
dex,2680,2008,2009,9203,6523
alparslan,-2680,2023,2024,8292,10972
amed,2680,2000,2001,9148,6468
jamaul,2680,2021,2022,12924,10244
behr,2680,2009,2010,7747,5067
zashawn,2679,2008,2009,12529,9850
almighty,-2679,2023,2024,8290,10969
kammron,2679,2006,2007,13021,10342
noland,-2678,2023,2024,3398,6076
branton,-2678,2023,2024,9883,12561
jafar,2678,2007,2008,7819,5141
jafet,2677,1994,1995,6043,3366
buchanan,2677,2018,2019,10987,8310
henrry,2677,1992,1993,7818,5141
demir,2677,1998,1999,9997,7320
imanol,2677,2021,2022,10125,7448
kavaughn,2677,2004,2005,12314,9637
belmin,2677,2013,2014,10895,8218
zymier,2677,2014,2015,10714,8037
kenon,2676,1997,1998,7716,5040
eitan,2676,1978,1979,6092,3416
parth,2676,1986,1987,7530,4854
erdi,-2675,2014,2015,9959,12634
favio,2674,2021,2022,11192,8518
devyon,2674,2000,2001,8438,5764
aidian,2674,2011,2012,10845,8171
kailas,2674,2006,2007,13001,10327
nadav,2674,1988,1989,8133,5459
lemond,2674,1992,1993,9269,6595
nareg,2673,2001,2002,11772,9099
fady,-2673,2022,2023,10137,12810
quion,2672,2002,2003,12049,9377
daivd,-2672,1999,2000,8031,10703
ariston,2671,2018,2019,7162,4491
daemond,-2670,2002,2003,7155,9825
ikechukwu,2669,2020,2021,12793,10124
jron,2669,2006,2007,12980,10311
jaking,2669,2023,2024,9264,6595
alias,2669,1994,1995,7803,5134
everth,-2669,2012,2013,10050,12719
yengkong,2669,2008,2009,12505,9836
eitham,2669,2023,2024,7400,4731
ezrin,2669,2021,2022,11182,8513
keath,-2668,1991,1992,5298,7966
biran,2668,1981,1982,6380,3712
jorma,2668,1970,1971,5084,2416
alano,-2668,2023,2024,8284,10952
audiel,2668,2019,2020,12321,9653
westen,2667,1996,1997,7941,5274
ripken,2667,2012,2013,8016,5349
tyhiem,-2667,2003,2004,8587,11254
arthas,2667,2022,2023,10976,8309
harrington,2666,2023,2024,12897,10231
brandonmichael,-2666,1992,1993,6194,8860
argus,2665,2022,2023,12488,9823
juliano,2665,1999,2000,5849,3184
jacian,2665,2021,2022,12886,10221
samual,2665,2022,2023,6758,4093
amitoj,2665,2017,2018,10856,8191
ehaan,2664,2023,2024,10019,7355
ramces,2664,2009,2010,12137,9473
iggy,2664,2020,2021,9946,7282
nenad,-2664,1979,1980,4298,6962
trev,-2664,1994,1995,4274,6938
huntington,2663,2020,2021,12784,10121
aithen,2663,2010,2011,12290,9627
chimaobim,2663,2016,2017,12541,9878
breckon,2663,2018,2019,8253,5590
trajan,2663,1997,1998,4932,2269
ankush,-2662,2016,2017,9720,12382
natthew,2662,1982,1983,7042,4380
essey,-2662,2013,2014,9982,12644
hanes,2661,2023,2024,12888,10227
courvoisier,-2661,1999,2000,8017,10678
jasn,2661,1978,1979,5371,2710
ahmyr,-2661,2023,2024,8278,10939
qusai,2660,2009,2010,12126,9466
yitzchok,2660,1971,1972,4901,2241
hutch,2659,1975,1976,5813,3154
durant,2659,2018,2019,12679,10020
atanacio,-2659,1995,1996,6457,9116
arihaan,2658,2017,2018,12407,9749
danen,-2658,1994,1995,6483,9141
jarnell,2658,1983,1984,6702,4044
derak,2657,1988,1989,7565,4908
hilliard,-2657,1990,1991,6049,8706
elmin,-2657,2022,2023,10115,12772
hajin,2657,2023,2024,12880,10223
lenoard,2656,1925,1926,4609,1953
antares,2655,2022,2023,12471,9816
damarrius,2655,2007,2008,12753,10098
quency,2655,2009,2010,12117,9462
elisey,2655,2015,2016,12611,9956
jahquel,-2655,1998,1999,7924,10579
jyshaun,2655,2004,2005,12272,9617
jawuan,2654,1991,1992,5709,3055
tyriek,2654,2010,2011,10682,8028
kanen,2653,2003,2004,7547,4894
abubakar,2653,1997,1998,8124,5471
dardan,2653,1999,2000,10243,7590
prashant,2653,2002,2003,10336,7683
caydyn,2652,2007,2008,9934,7282
greydon,2652,2023,2024,12863,10211
jock,2652,1990,1991,7580,4928
hendrex,2652,2020,2021,12759,10107
lamin,2652,2021,2022,9335,6683
mosiah,2652,1991,1992,9154,6502
braedan,2652,1995,1996,7069,4417
dodge,2651,1993,1994,7020,4369
behrett,2651,2018,2019,10939,8288
baer,2651,2021,2022,6749,4098
hixon,2651,2020,2021,12768,10117
clayborn,-2650,1999,2000,8003,10653
joseff,2649,2004,2005,10617,7968
eriberto,2649,2020,2021,11015,8366
giomar,2649,2023,2024,12850,10201
daymien,2649,1998,1999,9962,7313
tymar,2649,2005,2006,13232,10583
hawk,2648,2004,2005,7762,5114
zayvion,2648,2001,2002,6440,3792
maahir,2648,2014,2015,8542,5894
havier,2648,2020,2021,12750,10102
cartez,2648,2016,2017,12511,9863
aithan,2648,2013,2014,8136,5488
laszlo,2648,2006,2007,8458,5810
izac,-2647,2023,2024,6674,9321
veniamin,2647,2008,2009,12460,9813
billyjoe,-2647,1993,1994,6284,8931
marquist,2647,1987,1988,7716,5069
ignasio,-2646,1997,1998,7586,10232
adedeji,-2645,2021,2022,9732,12377
silvester,2644,2005,2006,11265,8621
divyan,2644,2018,2019,12653,10009
castor,2644,2008,2009,9134,6490
aryash,-2644,2023,2024,7320,9964
jaiveer,2644,2016,2017,7826,5182
dajoun,2643,1999,2000,10224,7581
touger,2643,2005,2006,13195,10552
wenceslao,-2643,2011,2012,9552,12195
chanden,2643,2007,2008,12677,10034
imronbek,2642,2021,2022,12849,10207
ahmadou,2642,2012,2013,12320,9678
ahmeer,2642,2012,2013,12322,9680
eldridge,2641,2020,2021,10996,8355
diland,-2641,2014,2015,9907,12548
geramy,2641,1993,1994,9219,6578
egon,-2641,2022,2023,10101,12742
anthonymichael,2641,1990,1991,8180,5539
amier,-2641,2023,2024,4609,7250
axzel,-2641,2023,2024,9857,12498
edian,-2640,2022,2023,10096,12736
bryent,-2640,2004,2005,9066,11706
ilkay,2640,2021,2022,12844,10204
naythen,2639,2009,2010,9606,6967
derien,-2639,2002,2003,8677,11316
jakobie,2639,2021,2022,6860,4221
aundre,-2639,2023,2024,9849,12488
addam,2638,2012,2013,12306,9668
damarius,2638,1986,1987,6948,4310
damato,-2638,1990,1991,4019,6657
ronn,-2638,1992,1993,7250,9888
buxton,2637,2023,2024,11034,8397
brodric,2637,2013,2014,12421,9784
andris,-2636,1995,1996,6444,9080
bukhari,2635,2013,2014,12427,9792
dewight,2635,1994,1995,9183,6548
coran,2635,2007,2008,12708,10073
tayvion,2635,1996,1997,7883,5248
desman,-2635,2012,2013,9974,12609
amadou,2635,1996,1997,6523,3888
carlous,-2635,2002,2003,7129,9764
davell,2634,2018,2019,12601,9967
shanden,-2634,2003,2004,8501,11135
gaines,2634,2012,2013,8385,5751
enrigue,2633,1992,1993,7750,5117
asukulu,-2633,2023,2024,9840,12473
brysin,2633,2023,2024,11028,8395
nabeel,2633,1987,1988,5297,2664
marioalberto,2633,1988,1989,8071,5438
draylen,2632,2020,2021,10978,8346
latavion,2632,2003,2004,8303,5671
harald,2632,2023,2024,9205,6573
avrumi,2631,2018,2019,10904,8273
mcihael,2630,1986,1987,7444,4814
olalekan,-2630,1996,1997,7732,10362
kurtiss,2630,1990,1991,8893,6263
pavel,2630,1991,1992,5817,3187
nivan,2630,2016,2017,8620,5990
timarion,-2629,2011,2012,9512,12141
brevan,2628,2016,2017,12464,9836
arthor,-2628,2023,2024,9830,12458
heladio,-2628,1997,1998,7577,10205
deidrick,-2628,2012,2013,9952,12580
braelan,2628,2008,2009,9102,6474
anania,-2628,2020,2021,9623,12251
buckley,2627,2011,2012,9766,7139
czar,2627,2023,2024,9945,7318
jager,2627,2017,2018,7803,5176
jerrius,2627,2004,2005,12203,9576
schon,-2627,2003,2004,8490,11117
josealfredo,2627,1997,1998,8679,6052
siddharth,2627,1991,1992,7165,4538
adit,2626,2016,2017,10780,8154
napolean,2626,1975,1976,6033,3407
brixen,2626,2016,2017,12469,9843
bazil,-2625,2004,2005,9038,11663
travion,2625,1976,1977,6443,3818
benaiah,2625,1995,1996,6467,3842
jeiel,2625,2006,2007,12900,10275
gerod,2625,1995,1996,9337,6712
neyo,2624,2009,2010,12036,9412
quenten,2623,1980,1981,7029,4406
obet,2623,2000,2001,9973,7350
zigmund,-2623,2023,2024,5660,8283
hobert,2623,1991,1992,7635,5012
aaryansh,-2623,2021,2022,9712,12335
roston,2622,2008,2009,10801,8179
dasmond,-2620,1991,1992,6070,8690
helios,2620,2011,2012,9060,6440
arison,-2620,2023,2024,9824,12444
enver,2620,2023,2024,12786,10166
deunta,-2620,2001,2002,7062,9682
cortlan,2619,1998,1999,9891,7272
marchello,2618,1999,2000,8399,5781
renaldo,2618,2019,2020,9560,6942
rangel,2617,2003,2004,12324,9707
dylam,2617,2020,2021,9845,7228
cosme,2617,2021,2022,11054,8437
jamiyl,2617,1975,1976,5074,2457
aadrit,-2617,2021,2022,9710,12327
ramses,2617,1973,1974,5699,3082
aadav,-2616,2021,2022,9707,12323
adoniram,2616,2022,2023,12388,9772
alameen,2615,2017,2018,12324,9709
damarcus,2615,1973,1974,4613,1998
elyot,2614,2023,2024,12774,10160
jaun,2614,2004,2005,10550,7936
beka,2614,2016,2017,12420,9806
geoffry,-2613,1998,1999,7864,10477
trayvon,2613,1985,1986,4667,2054
shogo,2612,2003,2004,10672,8060
brayln,2612,2009,2010,8385,5773
tab,2611,1981,1982,7155,4544
xanti,-2611,2023,2024,8222,10833
zaron,2611,2017,2018,10753,8142
bolivar,2611,1989,1990,8033,5422
deyvion,-2611,2009,2010,10131,12742
xadrian,-2611,2023,2024,8221,10832
aker,2611,2019,2020,12204,9593
floki,2610,2020,2021,12668,10058
glenwood,-2610,1997,1998,7563,10173
demarkis,2609,1994,1995,9145,6536
lazarick,2609,2000,2001,11460,8851
brewster,2609,1984,1985,6439,3830
tanor,2609,2005,2006,13132,10523
jediah,2608,1995,1996,7333,4725
zakeem,-2608,2021,2022,9686,12294
eliann,2607,2023,2024,12760,10153
siddhartha,2607,2000,2001,8986,6379
rahsan,2606,2003,2004,12308,9702
mynor,2606,2019,2020,6308,3702
cord,2606,1985,1986,4102,1496
taggart,2606,2004,2005,6919,4313
battal,-2605,2016,2017,7196,9801
abbas,2605,1978,1979,5774,3169
braheem,2605,2007,2008,12599,9994
kywan,2604,2001,2002,11604,9000
richrd,-2604,1987,1988,3684,6288
gerad,2604,1999,2000,9087,6483
clete,2604,1988,1989,7480,4876
delrico,2603,1996,1997,7330,4727
barrick,2603,2015,2016,10823,8220
woodroe,2602,1931,1932,4316,1714
abdulqadir,2602,2022,2023,12358,9756
action,2602,2022,2023,12370,9768
