name,f_sum,m_sum,total,per_diff
seager,5,141,146,186.3013698630137
dorsey,817,5411,6228,147.52729608220938
beryle,550,94,644,141.61490683229815
aviv,234,741,975,104.0
johnson,22,7021,7043,198.75053244356099
ko,10,75,85,152.94117647058823
thuy,1076,17,1093,193.77859103385177
major,76,21673,21749,198.6022345854982
codie,1872,2600,4472,32.55813953488372
arys,32,24,56,28.57142857142857
dawn,289641,1039,290680,198.57024907114354
lundin,33,5,38,147.36842105263156
nathel,5,5,10,0.0
gerri,5446,17,5463,198.75526267618525
sevn,7,98,105,173.33333333333334
mu,10,7,17,35.294117647058826
reilly,5528,4560,10088,19.191118160190328
flores,11,19,30,53.333333333333336
ivan,650,150137,150787,198.275713423571
trinell,40,5,45,155.55555555555557
shean,6,414,420,194.28571428571428
darin,364,32546,32910,195.5758128228502
misbah,135,21,156,146.15384615384613
davee,10,11,21,9.523809523809524
zakiah,470,246,716,62.56983240223464
alyjah,50,341,391,148.84910485933506
carlee,12982,308,13290,190.7298720842739
amaziah,125,667,792,136.86868686868686
keishawn,63,774,837,169.89247311827958
shunta,732,29,761,184.75689881734561
vesper,932,74,1006,170.5765407554672
auriel,870,111,981,154.7400611620795
andrian,96,599,695,144.74820143884892
gabryel,182,424,606,79.86798679867987
graye,17,16,33,6.0606060606060606
kairos,36,739,775,181.41935483870967
jhersi,157,9,166,178.3132530120482
chinelo,136,5,141,185.81560283687944
shaheen,143,592,735,122.17687074829932
opha,427,12,439,189.06605922551253
ajene,59,89,148,40.54054054054054
sevan,49,348,397,150.62972292191438
wesleigh,376,5,381,194.750656167979
merced,181,764,945,123.38624338624338
danny,1693,286648,288341,197.6513919283071
rosalie,84049,96,84145,199.54364489868678
mariana,45887,85,45972,199.26041938571305
delancy,28,5,33,139.3939393939394
malikia,45,10,55,127.27272727272727
damaris,12734,552,13286,183.38100255908475
bona,181,10,191,179.05759162303664
georgi,419,74,493,139.95943204868152
monaco,33,49,82,39.02439024390244
drake,83,36792,36875,199.09966101694917
rannie,45,205,250,128.0
uhuru,5,28,33,139.3939393939394
haevyn,384,5,389,194.85861182519278
aundra,427,838,1265,64.9802371541502
ja,136,305,441,76.64399092970523
armer,16,6,22,90.9090909090909
camen,10,55,65,138.46153846153845
kyper,11,35,46,104.34782608695652
dayo,5,16,21,104.76190476190477
shane,3583,192583,196166,192.6939428851075
paula,280856,913,281769,198.70390284239926
dayna,14460,87,14547,197.6077541761188
venis,47,11,58,124.13793103448276
chasten,5,342,347,194.2363112391931
ashlee,43533,258,43791,197.6433513735699
kendle,339,189,528,56.81818181818182
gladis,3071,5,3076,199.34980494148243
harmanpreet,7,6,13,15.384615384615385
kayler,142,250,392,55.10204081632652
erys,35,6,41,141.46341463414635
marcelle,5414,507,5921,165.7490288802567
armistice,10,11,21,9.523809523809524
mckinnon,21,153,174,151.72413793103448
adlai,88,608,696,149.42528735632183
bayle,221,28,249,155.02008032128515
caedyn,83,393,476,130.25210084033614
toree,418,30,448,173.21428571428572
esly,414,19,433,182.44803695150117
notnamed,643,722,1365,11.575091575091575
semaj,2038,7421,9459,113.81752827994502
taryn,25698,741,26439,188.7892885510042
khouri,38,11,49,110.20408163265304
peyten,509,131,640,118.12499999999999
cozy,122,21,143,141.25874125874125
kin,6,271,277,191.33574007220219
jaie,29,5,34,141.1764705882353
cheyene,720,22,742,188.14016172506737
noaah,5,52,57,164.91228070175438
dayle,2181,1139,3320,62.77108433734939
macheal,16,33,49,69.38775510204081
ashdyn,6,36,42,142.85714285714286
pearl,159088,3922,163010,190.37605054904608
masani,63,28,91,76.92307692307693
remedy,887,21,908,190.7488986784141
javonni,90,523,613,141.27243066884176
keller,470,3702,4172,154.93767976989454
cydney,5145,25,5170,198.06576402321085
elgin,43,3959,4002,195.70214892553724
catlin,1055,446,1501,81.14590273151232
braedyn,291,2299,2590,155.05791505791507
raunak,21,181,202,158.41584158415841
coa,6,29,35,131.42857142857142
ensley,3794,16,3810,198.3202099737533
laeken,5,5,10,0.0
hridaya,5,12,17,82.35294117647058
cheyenne,70732,2696,73428,185.31350438524814
rochon,5,5,10,0.0
cayce,1141,606,1747,61.24785346307956
kielyn,91,5,96,179.16666666666669
mong,18,92,110,134.54545454545453
burnett,282,1561,1843,138.79544221378188
elysian,53,101,154,62.33766233766234
abril,9324,5,9329,199.78561474970522
kinta,14,73,87,135.63218390804596
rusty,565,17802,18367,187.69532313388143
ackley,10,48,58,131.0344827586207
zan,114,659,773,141.0090556274256
hau,34,109,143,104.8951048951049
natori,377,6,383,193.733681462141
cova,138,5,143,186.01398601398603
ken,30,33013,33043,199.6368368489544
haydin,300,464,764,42.93193717277487
kenley,7290,1161,8451,145.04792332268372
briana,97120,206,97326,199.15336086965456
cola,259,81,340,104.70588235294119
devry,11,27,38,84.21052631578947
oluwalonimi,23,5,28,128.57142857142858
jaheim,5,4062,4067,199.50823702975165
namaari,210,11,221,180.09049773755657
dor,30,11,41,92.6829268292683
loma,2289,5,2294,199.128160418483
jadan,343,1194,1537,110.73519843851658
tal,548,1265,1813,79.09542195256482
emrie,1712,5,1717,198.83517763541062
kendra,98438,350,98788,198.58282382475605
aline,14668,5,14673,199.86369522251755
shyler,164,102,266,46.616541353383454
ansel,10,4801,4811,199.16857202244856
life,22,62,84,95.23809523809523
rockie,128,943,1071,152.19421101774043
maguire,118,577,695,132.0863309352518
reva,16048,11,16059,199.72601033688275
tylin,262,1022,1284,118.38006230529594
meyers,11,51,62,129.03225806451613
andra,5572,2592,8164,73.00342969132778
cloy,5,126,131,184.73282442748092
braylenn,5,31,36,144.44444444444443
catalina,33009,7,33016,199.91519263387448
leshaun,28,235,263,157.4144486692015
ariah,11675,76,11751,197.41298612884012
xyion,5,57,62,167.74193548387098
windell,21,3006,3027,197.22497522299307
nealie,776,17,793,191.4249684741488
lennell,15,128,143,158.04195804195805
devinn,100,273,373,92.76139410187668
ariane,3777,5,3782,199.4711792702274
may,49400,699,50099,194.41905028044474
rhonda,208069,589,208658,198.87087962119833
torris,5,364,369,194.579945799458
perlie,565,73,638,154.2319749216301
terrin,394,576,970,37.52577319587629
randall,1153,198592,199745,197.69105609652306
jase,132,23905,24037,197.8033864458959
nakita,2990,28,3018,196.2889330682571
chapel,283,168,451,50.99778270509978
cannie,225,5,230,191.30434782608697
burton,48,22486,22534,199.1479542025384
breece,52,115,167,75.44910179640718
aquarius,235,183,418,24.880382775119617
ashly,12179,122,12301,196.0328428583042
nyree,1743,249,1992,150.0
koast,21,156,177,152.54237288135593
cosmo,6,2949,2955,199.18781725888326
lashawn,7349,3279,10628,76.59013925479866
tokunbo,5,10,15,66.66666666666666
taeler,341,5,346,194.21965317919074
trea,112,399,511,112.32876712328768
paycen,42,57,99,30.303030303030305
metztli,494,5,499,195.99198396793588
taler,68,5,73,172.6027397260274
ming,142,349,491,84.31771894093686
toriana,649,5,654,196.94189602446482
nikita,10778,2890,13668,115.42288557213931
refugio,863,3984,4847,128.7806890860326
perry,3691,76044,79735,181.48366463911708
kiza,32,31,63,3.1746031746031744
dontavia,118,11,129,165.89147286821705
lacie,10789,42,10831,198.44889668543993
angelica,93217,321,93538,198.62729585836772
treu,70,90,160,25.0
peri,2465,10,2475,198.38383838383837
adler,398,3758,4156,161.6939364773821
hieu,28,836,864,187.03703703703704
michie,97,6,103,176.6990291262136
helen,1024202,3105,1027307,198.79101378653118
sheron,3379,389,3768,158.70488322717623
ruey,80,10,90,155.55555555555557
jermanie,38,113,151,99.33774834437085
jaz,116,236,352,68.18181818181817
kyler,2405,38973,41378,176.75093044613078
brooks,1693,57946,59639,188.64501416858099
jo,179057,1854,180911,195.90074677603903
unique,7615,954,8569,155.46738242502042
chau,389,107,496,113.70967741935485
sheen,11,15,26,30.76923076923077
nyel,38,115,153,100.65359477124183
telly,82,1527,1609,179.61466749533872
mylan,433,1442,1875,107.62666666666667
armony,34,5,39,148.71794871794873
amethyst,4560,16,4576,198.6013986013986
fiori,11,6,17,58.82352941176471
maycen,52,122,174,80.45977011494253
nakie,8,14,22,54.54545454545454
hai,21,567,588,185.71428571428572
portia,10627,8,10635,199.69910672308416
camber,555,41,596,172.48322147651007
lanie,5602,35,5637,197.51640943764414
corlis,483,32,515,175.14563106796118
maddox,1825,47119,48944,185.08499509643676
franklyn,99,6097,6196,193.60877985797288
ryley,3341,3856,7197,14.311518688342364
roi,51,379,430,152.55813953488374
hastings,5,82,87,177.01149425287358
jameel,18,3040,3058,197.64551994767822
mackie,597,1032,1629,53.40699815837937
najae,578,83,661,149.7730711043873
maika,507,251,758,67.54617414248021
alizah,1459,10,1469,197.27705922396188
raylen,811,1611,2422,66.06110652353428
darrian,971,3452,4423,112.18629889215465
daun,778,27,805,186.58385093167703
kenny,548,51931,52479,195.82309114121838
blanche,87425,223,87648,198.982292807594
charlis,22,102,124,129.03225806451613
jalyn,4827,1795,6622,91.57354273633344
jerald,102,26191,26293,198.44825618986042
jacquise,47,73,120,43.333333333333336
karrol,52,7,59,152.54237288135593
clydie,853,22,875,189.94285714285715
skeeter,13,126,139,162.58992805755398
rorie,1096,13,1109,195.31109107303877
kuiper,5,68,73,172.6027397260274
kaidynn,53,31,84,52.38095238095239
emmer,2155,11,2166,197.9686057248384
mackay,21,276,297,171.7171717171717
heli,130,15,145,158.6206896551724
kirklyn,54,24,78,76.92307692307693
apurva,102,28,130,113.84615384615384
cambryn,164,38,202,124.75247524752476
macie,23472,31,23503,199.4724077777305
scout,5129,2092,7221,84.11577343858191
coey,5,5,10,0.0
julani,103,30,133,109.77443609022556
calihan,24,201,225,157.33333333333331
toi,1493,53,1546,186.28719275549804
nation,75,424,499,139.8797595190381
kaylan,4402,801,5203,138.42014222563904
jaelin,918,1262,2180,31.55963302752294
shamaine,197,5,202,190.0990099009901
lajuan,739,1096,1835,38.910081743869206
avalon,4213,69,4282,193.55441382531527
leslee,4905,96,5001,192.32153569286143
raylyn,1149,90,1239,170.9443099273608
joshua,4953,1248929,1253882,198.4199470125578
paeton,441,86,527,134.72485768500948
reazyn,15,5,20,100.0
theon,9,420,429,191.6083916083916
soul,322,461,783,35.50446998722861
kayo,5,279,284,192.95774647887325
odera,14,23,37,48.64864864864865
orea,32,10,42,104.76190476190477
iah,10,5,15,66.66666666666666
tuli,5,16,21,104.76190476190477
huntley,780,1067,1847,31.077422847861396
donshae,27,13,40,70.0
kirsten,53181,212,53393,198.4117768246774
success,117,87,204,29.411764705882355
mccoy,105,4568,4673,191.0121977316499
jonny,131,3401,3532,185.16421291053226
ventura,231,1301,1532,139.68668407310705
monico,17,787,804,191.54228855721394
braxlee,27,69,96,87.5
kenyell,22,7,29,103.44827586206897
abigail,413263,672,413935,199.3506226823052
layton,1171,12156,13327,164.85330532002703
gurnoor,384,165,549,79.78142076502732
kolsyn,31,272,303,159.07590759075907
arla,2789,17,2806,197.57662152530293
corby,303,1355,1658,126.89987937273824
davine,365,96,461,116.70281995661604
rotha,153,6,159,184.9056603773585
avyn,338,288,626,15.974440894568689
ifechukwu,11,28,39,87.17948717948718
linn,844,1450,2294,52.833478639930256
witten,57,1013,1070,178.69158878504675
kailin,1221,189,1410,146.38297872340425
shawne,810,429,1239,61.50121065375303
hollen,47,5,52,161.53846153846155
artha,548,117,665,129.62406015037593
tion,16,446,462,186.14718614718615
izayah,7,4269,4276,199.34518241347052
kenyon,187,7977,8164,190.83782459578637
kaegan,207,400,607,63.59143327841845
tarran,39,42,81,7.4074074074074066
capri,6436,128,6564,192.19987812309566
randee,2833,179,3012,176.2284196547145
ailin,1178,5,1183,198.30938292476753
jd,30,1419,1449,191.7184265010352
shinobu,5,5,10,0.0
bayly,51,12,63,123.80952380952381
lether,241,5,246,191.869918699187
kolbie,1475,432,1907,109.38647089669638
rabaab,31,11,42,95.23809523809523
khmari,10,164,174,177.01149425287358
hanna,42005,132,42137,198.74694449059024
natasha,97652,285,97937,198.83598639942005
acelyn,676,52,728,171.42857142857142
loise,818,37,855,182.69005847953218
elliot,7008,58592,65600,157.26829268292684
nakia,8738,2006,10744,125.31645569620254
brandell,6,91,97,175.2577319587629
jule,1998,1408,3406,34.64474456840869
darle,10,57,67,140.2985074626866
westyn,215,3113,3328,174.15865384615387
jamisyn,262,34,296,154.05405405405406
fortune,326,208,534,44.19475655430712
kaycen,48,1712,1760,189.0909090909091
jaice,125,796,921,145.7111834961998
teighan,228,5,233,191.41630901287553
cam,401,2794,3195,149.79655712050078
nhia,32,213,245,147.75510204081633
teagen,850,731,1581,15.053763440860216
denny,402,15417,15819,189.83500853404135
ro,24,39,63,47.61904761904761
tiante,16,5,21,104.76190476190477
corliss,2849,343,3192,157.01754385964912
diep,21,6,27,111.11111111111111
niger,25,11,36,77.77777777777779
laurice,1739,280,2019,144.5269935611689
jayani,541,6,547,195.6124314442413
lizbeth,25918,31,25949,199.52213958148675
torrin,100,947,1047,161.7956064947469
jeral,10,421,431,190.71925754060322
isla,58252,19,58271,199.86957491719724
kameryn,2070,826,2896,85.91160220994475
leilani,56466,25,56491,199.82298065178523
sevin,122,522,644,124.22360248447204
scotland,724,272,996,90.76305220883533
maclin,11,432,443,190.06772009029345
carrigan,1236,10,1246,196.7897271268058
renn,266,361,627,30.303030303030305
dayl,15,5,20,100.0
page,3960,1538,5498,88.10476536922516
russell,1696,359780,361476,198.12325022961414
reuben,45,32145,32190,199.44082013047532
francesc,19,10,29,62.06896551724138
yvette,64047,186,64233,198.84171687450376
precious,19393,147,19540,196.99078812691914
montana,8815,4040,12855,74.29015947102295
attley,14,6,20,80.0
tyne,435,18,453,184.10596026490066
tollie,40,566,606,173.59735973597358
tom,614,139756,140370,198.25033839139417
laverl,15,49,64,106.25
tanvir,7,271,278,189.92805755395682
ohara,20,6,26,107.6923076923077
vi,962,125,1087,154.00183992640294
sharon,723024,3106,726130,198.2890116094914
syaire,52,1005,1057,180.321665089877
izel,1524,420,1944,113.58024691358024
carmi,74,55,129,29.457364341085274
latonya,21757,67,21824,198.77199413489737
mallory,59044,1100,60144,192.68422452779993
lenix,147,225,372,41.935483870967744
deshai,22,5,27,125.92592592592592
concetta,14193,5,14198,199.8591350894492
ynez,231,5,236,191.52542372881356
norbert,6,20379,20385,199.8822663723326
thang,29,767,796,185.42713567839195
lottie,48352,133,48485,198.90275342889555
edden,6,44,50,152.0
izrael,15,1243,1258,195.23052464228934
rehmat,391,22,413,178.69249394673125
delijah,42,154,196,114.28571428571428
donta,91,3899,3990,190.87719298245614
jalon,74,2468,2542,188.35562549173878
kodi,3944,3337,7281,16.673533855239665
torin,218,5255,5473,184.06723917412754
alexandra,245451,869,246320,198.58882754140953
aerin,944,16,960,193.33333333333334
hansel,5,3631,3636,199.44994499449945
portland,172,93,265,59.62264150943396
adriane,6146,274,6420,182.92834890965733
baran,101,194,295,63.05084745762712
alfred,1292,243861,245153,197.8919287139052
earl,2247,289174,291421,196.91580222427348
ranell,290,62,352,129.54545454545453
dharma,618,22,640,186.25
iman,5124,1485,6609,110.12256014525647
kham,6,86,92,173.91304347826087
linden,1998,4102,6100,68.98360655737706
ferris,312,2837,3149,160.36837091140043
vanessa,261622,984,262606,198.5011766677075
kovey,14,8,22,54.54545454545454
juan,2760,365606,368366,197.0029807311207
emmett,308,78564,78872,198.43797545389998
mack,180,42720,42900,198.32167832167832
angeline,36874,10,36884,199.89155189241947
vision,91,98,189,7.4074074074074066
swayde,38,227,265,142.64150943396226
chastain,5,5,10,0.0
lionel,44,33789,33833,199.4797978305205
newton,5,8177,8182,199.7555609875336
taegan,1109,391,1500,95.73333333333333
cade,146,34772,34918,198.3275101666762
casper,21,6208,6229,198.65146893562368
polly,29684,24,29708,199.67685471926754
dalen,16,1971,1987,196.77906391545042
ressie,1823,18,1841,196.08908202064094
anwar,103,2761,2864,185.6145251396648
ireon,15,5,20,100.0
novis,139,15,154,161.03896103896105
flory,53,31,84,52.38095238095239
yian,31,140,171,127.48538011695906
dream,7771,556,8327,173.29170169328688
florine,11254,5,11259,199.8223643307576
chazz,29,1321,1350,191.4074074074074
trevor,611,161164,161775,198.48925977437798
yoni,20,798,818,190.2200488997555
thanh,650,1099,1749,51.34362492853059
carry,1359,300,1659,127.66726943942135
mian,35,75,110,72.72727272727273
willer,87,5,92,178.26086956521738
kase,7,4842,4849,199.42256135285626
ade,34,374,408,166.66666666666669
yovani,16,2091,2107,196.9625059326056
larson,94,1677,1771,178.7690570299266
terrence,527,72412,72939,197.10991376355585
kapri,1569,160,1729,162.98438403701562
clemmie,2637,972,3609,92.26932668329178
destine,1222,199,1421,143.98311048557352
larin,87,58,145,40.0
kasani,134,50,184,91.30434782608695
elgene,70,48,118,37.28813559322034
lakin,1916,439,2355,125.43524416135881
gertrude,177100,568,177668,198.72121034738953
jovoni,5,101,106,181.13207547169813
demaris,1018,286,1304,112.26993865030674
shandon,184,748,932,121.03004291845494
sullivan,1442,15635,17077,166.2235755694794
morton,5,12336,12341,199.83793857872135
kayan,246,414,660,50.90909090909091
tarrin,97,113,210,15.238095238095239
login,11,126,137,167.8832116788321
azari,2040,832,2872,84.12256267409471
ora,39278,5616,44894,149.96213302445761
viper,5,5,10,0.0
nour,2877,585,3462,132.40901213171577
fair,41,5,46,156.52173913043478
dayne,206,3885,4091,179.8582253727695
reza,9,1206,1215,197.03703703703704
cristy,8200,80,8280,196.1352657004831
dia,2250,117,2367,180.2281368821293
aysa,337,25,362,172.3756906077348
kip,154,8568,8722,192.93739967897272
lavalle,5,121,126,184.12698412698413
aleksey,10,571,581,193.11531841652322
laren,551,370,921,39.30510314875136
moises,52,31345,31397,199.3375163232156
aryam,471,38,509,170.1375245579568
diarra,354,78,432,127.77777777777777
